# Annotation file compilation of the Affymetrix Human Genome U133 Set annotation data (chip HGU133A) http://bioconductor.org/packages/release/data/annotation/html/hgu133a.db.html
# and the web tool g:Convert http://biit.cs.ut.ee/gprofiler/gconvert.cgi
#
# List start ->
affy	genesym
201613_s_at	AP1G2
201614_s_at	RUVBL1
201615_x_at	CALD1
201616_s_at	CALD1
201617_x_at	CALD1
201618_x_at	GPAA1
201619_at	PRDX3
201620_at	MBTPS1
201621_at	NBL1
201622_at	SND1
201623_s_at	DARS
201624_at	DARS
201625_s_at	INSIG1
201626_at	INSIG1
201627_s_at	INSIG1
201628_s_at	RRAGA
201629_s_at	ACP1
201630_s_at	ACP1
201631_s_at	IER3
201632_at	EIF2B1
201633_s_at	CYB5B
201634_s_at	CYB5B
201635_s_at	FXR1
201636_at	FXR1
201637_s_at	FXR1
201638_s_at	CPSF1
201639_s_at	CPSF1
201640_x_at	CLPTM1
201641_at	BST2
201642_at	IFNGR2
201643_x_at	KDM3B
201644_at	TSTA3
201645_at	TNC
201646_at	SCARB2
201647_s_at	SCARB2
201648_at	JAK1
201649_at	UBE2L6
201650_at	KRT19
201651_s_at	PACSIN2
201652_at	COPS5
201653_at	CNIH1
201654_s_at	HSPG2
201655_s_at	HSPG2
201656_at	ITGA6
201657_at	ARL1
201658_at	ARL1
201659_s_at	ARL1
201660_at	ACSL3
201661_s_at	ACSL3
201662_s_at	ACSL3
201663_s_at	SMC4
201664_at	SMC4
201665_x_at	RPS17
201666_at	TIMP1
201667_at	GJA1
201668_x_at	MARCKS
201669_s_at	MARCKS
201670_s_at	MARCKS
201671_x_at	USP14
201672_s_at	USP14
201673_s_at	GYS1
201674_s_at	AKAP1
201675_at	AKAP1
201676_x_at	PSMA1
201677_at	HMCES
201678_s_at	HMCES
201679_at	SRRT
201680_x_at	SRRT
201681_s_at	DLG5
201682_at	PMPCB
201683_x_at	TOX4
201684_s_at	TOX4
201685_s_at	TOX4
201686_x_at	API5
201687_s_at	API5
201688_s_at	TPD52
201689_s_at	TPD52
201690_s_at	TPD52
201691_s_at	TPD52
201692_at	SIGMAR1
201693_s_at	EGR1
201694_s_at	EGR1
201695_s_at	PNP
201696_at	SRSF4
201697_s_at	DNMT1
201698_s_at	SRSF9
201699_at	PSMC6
201700_at	CCND3
201701_s_at	PGRMC2
201702_s_at	PPP1R10
201703_s_at	PPP1R10
201704_at	ENTPD6
201705_at	PSMD7
201706_s_at	PEX19
201707_at	PEX19
201708_s_at	NIPSNAP1
201709_s_at	NIPSNAP1
201710_at	MYBL2
201711_x_at	RGPD3
201712_s_at	RANBP2
201713_s_at	RANBP2
201714_at	TUBG1
201715_s_at	ACIN1
201716_at	SNX1
201717_at	MRPL49
201718_s_at	EPB41L2
201719_s_at	EPB41L2
201720_s_at	LAPTM5
201721_s_at	LAPTM5
201722_s_at	GALNT1
201723_s_at	GALNT1
201724_s_at	GALNT1
201725_at	CDC123
201726_at	ELAVL1
201727_s_at	ELAVL1
201728_s_at	KIAA0100
201729_s_at	KIAA0100
201730_s_at	TPR
201731_s_at	TPR
201732_s_at	CLCN3
201733_at	CLCN3
201734_at	CLCN3
201735_s_at	CLCN3
201736_s_at	MARCH6
201737_s_at	MARCH6
201738_at	EIF1B
201739_at	SGK1
201740_at	NDUFS3
201741_x_at	SRSF1
201742_x_at	SRSF1
201743_at	CD14
201744_s_at	LUM
201745_at	TWF1
201746_at	TP53
201747_s_at	SAFB
201748_s_at	SAFB
201749_at	ECE1
201750_s_at	ECE1
201751_at	JOSD1
201752_s_at	ADD3
201753_s_at	ADD3
201754_at	COX6C
201755_at	MCM5
201756_at	RPA2
201757_at	NDUFS5
201758_at	TSG101
201759_at	TBCD
201760_s_at	WSB2
201761_at	MTHFD2
201762_s_at	PSME2
201763_s_at	DAXX
201764_at	TMEM106C
201765_s_at	HEXA
201766_at	ELAC2
201767_s_at	ELAC2
201768_s_at	CLINT1
201769_at	CLINT1
201770_at	SNRPA
201771_at	SCAMP3
201772_at	AZIN1
201773_at	ADNP
201774_s_at	NCAPD2
201775_s_at	EFCAB14
201776_s_at	EFCAB14
201777_s_at	EFCAB14
201778_s_at	EFCAB14
201779_s_at	RNF13
201780_s_at	RNF13
201781_s_at	AIP
201782_s_at	AIP
201783_s_at	RELA
201784_s_at	C11ORF58
201785_at	RNASE1
201786_s_at	ADAR
201787_at	FBLN1
201788_at	DDX42
201789_at	DHRS7
201790_s_at	DHCR7
201791_s_at	DHCR7
201792_at	AEBP1
201793_x_at	SMG7
201794_s_at	SMG7
201795_at	LBR
201796_s_at	VARS
201797_s_at	VARS
201798_s_at	MYOF
201799_s_at	OSBP
201800_s_at	OSBP
201801_s_at	SLC29A1
201802_at	SLC29A1
201803_at	POLR2B
201804_x_at	TBCB
201805_at	PRKAG1
201806_s_at	ATXN2L
201807_at	VPS26A
201808_s_at	ENG
201809_s_at	ENG
201810_s_at	SH3BP5
201811_x_at	SH3BP5
201812_s_at	TOMM7
201813_s_at	TBC1D5
201814_at	TBC1D5
201815_s_at	TBC1D5
201816_s_at	GBAS
201817_at	UBE3C
201818_at	LPCAT1
201819_at	SCARB1
201820_at	KRT5
201821_s_at	TIMM17A
201822_at	TIMM17A
201823_s_at	RNF14
201824_at	RNF14
201825_s_at	SCCPDH
201826_s_at	SCCPDH
201827_at	SMARCD2
201828_x_at	FAM127A
201829_at	NET1
201830_s_at	NET1
201831_s_at	USO1
201832_s_at	USO1
201833_at	HDAC2
201834_at	PRKAB1
201835_s_at	PRKAB1
201836_s_at	SUPT7L
201837_s_at	SUPT7L
201838_s_at	SUPT7L
201839_s_at	EPCAM
201840_at	NEDD8
201841_s_at	HSPB1
201842_s_at	EFEMP1
201843_s_at	EFEMP1
201844_s_at	RYBP
201845_s_at	RYBP
201846_s_at	RYBP
201847_at	LIPA
201848_s_at	BNIP3
201849_at	BNIP3
201850_at	CAPG
201851_at	SH3GL1
201852_x_at	COL3A1
201853_s_at	CDC25B
201854_s_at	ATMIN
201855_s_at	ATMIN
201856_s_at	ZFR
201857_at	ZFR
201858_s_at	SRGN
201859_at	SRGN
201860_s_at	PLAT
201861_s_at	LRRFIP1
201862_s_at	LRRFIP1
201863_at	FAM32A
201864_at	GDI1
201865_x_at	NR3C1
201866_s_at	NR3C1
201867_s_at	TBL1X
201868_s_at	TBL1X
201869_s_at	TBL1X
201870_at	TOMM34
201871_s_at	UBXN1
201872_s_at	ABCE1
201873_s_at	ABCE1
201874_at	MPZL1
201875_s_at	MPZL1
201876_at	PON2
201877_s_at	PPP2R5C
201878_at	ARIH1
201879_at	ARIH1
201880_at	ARIH1
201881_s_at	ARIH1
201882_x_at	B4GALT1
201883_s_at	B4GALT1
201884_at	CEACAM5
201885_s_at	CYB5R3
201886_at	DCAF11
201887_at	IL13RA1
201888_s_at	IL13RA1
201889_at	FAM3C
201890_at	RRM2
201891_s_at	B2M
201892_s_at	IMPDH2
201893_x_at	DCN
201894_s_at	SSR1
201895_at	ARAF
201896_s_at	PSRC1
201897_s_at	CKS1B
201898_s_at	UBE2A
201899_s_at	UBE2A
201900_s_at	AKR1A1
201901_s_at	YY1
201902_s_at	YY1
201903_at	UQCRC1
201904_s_at	CTDSPL
201905_s_at	CTDSPL
201906_s_at	CTDSPL
201907_x_at	DVL3
201908_at	DVL3
201909_at	RPS4Y1
201910_at	FARP1
201911_s_at	FARP1
201912_s_at	GSPT1
201913_s_at	COASY
201914_s_at	SEC63
201915_at	SEC63
201916_s_at	SEC63
201917_s_at	SLC25A36
201918_at	SLC25A36
201919_at	SLC25A36
201920_at	SLC20A1
201921_at	GNG10
201922_at	NSA2
201923_at	PRDX4
201924_at	AFF1
201925_s_at	CD55
201926_s_at	CD55
201927_s_at	PKP4
201928_at	PKP4
201929_s_at	PKP4
201930_at	MCM6
201931_at	ETFA
201932_at	LRRC41
201933_at	CHMP1A
201934_at	WDR82
201935_s_at	EIF4G3
201936_s_at	EIF4G3
201937_s_at	DNPEP
201938_at	CDK2AP1
201939_at	PLK2
201940_at	CPD
201941_at	CPD
201942_s_at	CPD
201943_s_at	CPD
201944_at	HEXB
201945_at	FURIN
201946_s_at	CCT2
201947_s_at	CCT2
201948_at	GNL2
201949_x_at	CAPZB
201950_x_at	CAPZB
201951_at	ALCAM
201952_at	ALCAM
201953_at	CIB1
201954_at	ARPC1B
201955_at	CCNC
201956_s_at	GNPAT
201957_at	PPP1R12B
201958_s_at	PPP1R12B
201959_s_at	MYCBP2
201960_s_at	MYCBP2
201961_s_at	RNF41
201962_s_at	RNF41
201963_at	ACSL1
201964_at	SETX
201965_s_at	SETX
201966_at	NDUFS2
201967_at	RBM6
201968_s_at	PGM1
201969_at	NASP
201970_s_at	NASP
201971_s_at	ATP6V1A
201972_at	ATP6V1A
201973_s_at	CCZ1B
201974_s_at	CCZ1B
201975_at	CLIP1
201976_s_at	MYO10
201977_s_at	KIAA0141
201978_s_at	KIAA0141
201979_s_at	PPP5C
201980_s_at	RSU1
201981_at	PAPPA
201982_s_at	PAPPA
201983_s_at	EGFR
201984_s_at	EGFR
201985_at	KIAA0196
201986_at	MED13
201987_at	MED13
201988_s_at	CREBL2
201989_s_at	CREBL2
201990_s_at	CREBL2
201991_s_at	KIF5B
201992_s_at	KIF5B
201993_x_at	HNRNPDL
201994_at	MORF4L2
201995_at	EXT1
201996_s_at	SPEN
201997_s_at	SPEN
201998_at	ST6GAL1
201999_s_at	DYNLT1
202000_at	NDUFA6
202001_s_at	NDUFA6
202002_at	ACAA2
202003_s_at	ACAA2
202004_x_at	SDHC
202005_at	ST14
202006_at	PTPN12
202007_at	NID1
202008_s_at	NID1
202009_at	TWF2
202010_s_at	ZNF410
202011_at	TJP1
202012_s_at	EXT2
202013_s_at	EXT2
202014_at	PPP1R15A
202015_x_at	METAP2
202016_at	MEST
202017_at	EPHX1
202018_s_at	LTF
202019_s_at	LANCL1
202020_s_at	LANCL1
202021_x_at	EIF1
202022_at	ALDOC
202023_at	EFNA1
202024_at	ASNA1
202025_x_at	ACAA1
202026_at	SDHD
202027_at	TMEM184B
202028_s_at	RPL38
202029_x_at	RPL38
202030_at	BCKDK
202031_s_at	WIPI2
202032_s_at	MAN2A2
202033_s_at	RB1CC1
202034_x_at	RB1CC1
202035_s_at	SFRP1
202036_s_at	SFRP1
202037_s_at	SFRP1
202038_at	UBE4A
202039_at	MYO18A
202040_s_at	KDM5A
202041_s_at	FIBP
202042_at	HARS
202043_s_at	SMS
202044_at	ARHGAP35
202045_s_at	ARHGAP35
202046_s_at	ARHGAP35
202047_s_at	CBX6
202048_s_at	CBX6
202049_s_at	ZMYM4
202050_s_at	ZMYM4
202051_s_at	ZMYM4
202052_s_at	RAI14
202053_s_at	ALDH3A2
202054_s_at	ALDH3A2
202055_at	KPNA1
202056_at	KPNA1
202057_at	KPNA1
202058_s_at	KPNA1
202059_s_at	KPNA1
202060_at	CTR9
202061_s_at	SEL1L
202062_s_at	SEL1L
202063_s_at	SEL1L
202064_s_at	SEL1L
202065_s_at	PPFIA1
202066_at	PPFIA1
202067_s_at	LDLR
202068_s_at	LDLR
202069_s_at	IDH3A
202070_s_at	IDH3A
202071_at	SDC4
202072_at	HNRNPL
202073_at	OPTN
202074_s_at	OPTN
202075_s_at	PLTP
202076_at	BIRC2
202077_at	NDUFAB1
202078_at	COPS3
202079_s_at	TRAK1
202080_s_at	TRAK1
202081_at	IER2
202082_s_at	SEC14L1
202083_s_at	SEC14L1
202084_s_at	SEC14L1
202085_at	TJP2
202086_at	MX1
202087_s_at	CTSL
202088_at	SLC39A6
202089_s_at	SLC39A6
202090_s_at	UQCR11
202091_at	PLLP
202092_s_at	ARL2BP
202093_s_at	PAF1
202094_at	BIRC5
202095_s_at	BIRC5
202096_s_at	TSPO
202097_at	NUP153
202098_s_at	PRMT2
202099_s_at	DGCR2
202100_at	RALB
202101_s_at	RALB
202102_s_at	BRD4
202103_at	BRD4
202104_s_at	SPG7
202105_at	IGBP1
202106_at	GOLGA3
202107_s_at	MCM2
202108_at	PEPD
202109_at	ARFIP2
202110_at	COX7B
202111_at	SLC4A2
202112_at	VWF
202113_s_at	SNX2
202114_at	SNX2
202115_s_at	NOC2L
202116_at	DPF2
202117_at	ARHGAP1
202118_s_at	CPNE3
202119_s_at	CPNE3
202120_x_at	AP2S1
202121_s_at	CHMP2A
202122_s_at	PLIN3
202123_s_at	ABL1
202124_s_at	TRAK2
202125_s_at	TRAK2
202126_at	PRPF4B
202127_at	PRPF4B
202128_at	AREL1
202129_s_at	RIOK3
202130_at	RIOK3
202131_s_at	RIOK3
202132_at	WWTR1
202133_at	WWTR1
202134_s_at	WWTR1
202135_s_at	ACTR1B
202136_at	ZMYND11
202137_s_at	ZMYND11
202138_x_at	AIMP2
202139_at	AKR7A2
202140_s_at	CLK3
202141_s_at	COPS8
202142_at	COPS8
202143_s_at	COPS8
202144_s_at	ADSL
202145_at	LY6E
202146_at	IFRD1
202147_s_at	IFRD1
202148_s_at	PYCR1
202149_at	NEDD9
202150_s_at	NEDD9
202151_s_at	UBAC1
202152_x_at	USF2
202153_s_at	NUP62
202154_x_at	TUBB3
202155_s_at	NUP214
202156_s_at	CELF2
202157_s_at	CELF2
202158_s_at	CELF2
202159_at	FARSA
202160_at	CREBBP
202161_at	PKN1
202162_s_at	CNOT8
202163_s_at	CNOT8
202164_s_at	CNOT8
202165_at	PPP1R2
202166_s_at	PPP1R2
202167_s_at	MMS19
202168_at	AK6
202169_s_at	AASDHPPT
202170_s_at	AASDHPPT
202171_at	VEZF1
202172_at	VEZF1
202173_s_at	VEZF1
202174_s_at	PCM1
202175_at	CHPF
202176_at	ERCC3
202177_at	GAS6
202178_at	PRKCZ
202179_at	BLMH
202180_s_at	MVP
202181_at	KIAA0247
202182_at	KAT2A
202183_s_at	KIF22
202184_s_at	NUP133
202185_at	PLOD3
202186_x_at	PPP2R5A
202187_s_at	PPP2R5A
202188_at	NUP93
202189_x_at	PTBP1
202190_at	CSTF1
202191_s_at	GAS7
202192_s_at	GAS7
202193_at	LIMK2
202194_at	TMED5
202195_s_at	TMED5
202196_s_at	DKK3
202197_at	MTMR3
202198_s_at	MTMR3
202199_s_at	SRPK1
202200_s_at	SRPK1
202201_at	BLVRB
202202_s_at	LAMA4
202203_s_at	AMFR
202204_s_at	AMFR
202205_at	VASP
202206_at	ARL4C
202207_at	ARL4C
202208_s_at	ARL4C
202209_at	LSM3
202210_x_at	GSK3A
202211_at	ARFGAP3
202212_at	PES1
202213_s_at	CUL4B
202214_s_at	CUL4B
202215_s_at	NFYC
202216_x_at	NFYC
202217_at	C21ORF33
202218_s_at	FADS2
202219_at	SLC6A8
202220_at	KIAA0907
202221_s_at	EP300
202222_s_at	DES
202223_at	STT3A
202224_at	CRK
202225_at	CRK
202226_s_at	CRK
202227_s_at	BRD8
202228_s_at	NPTN
202229_s_at	CHERP
202230_s_at	CHERP
202231_at	EIF3M
202232_s_at	EIF3M
202233_s_at	UQCRH
202234_s_at	SLC16A1
202235_at	SLC16A1
202236_s_at	SLC16A1
202237_at	NNMT
202238_s_at	NNMT
202239_at	PARP4P2
202240_at	PLK1
202241_at	TRIB1
202242_at	TSPAN7
202243_s_at	PSMB4
202244_at	PSMB4
202245_at	LSS
202246_s_at	CDK4
202247_s_at	MTA1
202248_at	E2F4
202249_s_at	DCAF8
202250_s_at	DCAF8
202251_at	PRPF3
202252_at	RAB13
202253_s_at	DNM2
202254_at	SIPA1L1
202255_s_at	SIPA1L1
202256_at	CD2BP2
202257_s_at	CD2BP2
202258_s_at	N4BP2L2
202259_s_at	N4BP2L2
202260_s_at	STXBP1
202261_at	VPS72
202262_x_at	DDAH2
202263_at	CYB5R1
202264_s_at	TOMM40
202265_at	BMI1
202266_at	TDP2
202267_at	LAMC2
202268_s_at	NAE1
202269_x_at	GBP1
202270_at	GBP1
202271_at	FBXO28
202272_s_at	FBXO28
202273_at	PDGFRB
202274_at	ACTG2
202275_at	G6PD
202276_at	SHFM1
202277_at	SPTLC1
202278_s_at	SPTLC1
202279_at	C14ORF2
202280_at	GAK
202281_at	GAK
202282_at	HSD17B10
202283_at	SERPINF1
202284_s_at	CDKN1A
202285_s_at	TACSTD2
202286_s_at	TACSTD2
202287_s_at	TACSTD2
202288_at	MTOR
202289_s_at	TACC2
202290_at	PDAP1
202291_s_at	MGP
202292_x_at	LYPLA2
202293_at	STAG1
202294_at	STAG1
202295_s_at	CTSH
202296_s_at	RER1
202297_s_at	RER1
202298_at	NDUFA1
202299_s_at	LAMTOR5
202300_at	LAMTOR5
202301_s_at	RSRC2
202302_s_at	RSRC2
202303_x_at	SMARCA5
202304_at	FNDC3A
202305_s_at	FEZ2
202306_at	POLR2G
202307_s_at	TAP1
202308_at	SREBF1
202309_at	MTHFD1
202310_s_at	COL1A1
202311_s_at	COL1A1
202312_s_at	COL1A1
202313_at	PPP2R2A
202314_at	LRRD1
202315_s_at	BCR
202316_x_at	UBE4B
202317_s_at	UBE4B
202318_s_at	SENP6
202319_at	SENP6
202320_at	GTF3C1
202321_at	GGPS1
202322_s_at	GGPS1
202323_s_at	ACBD3
202324_s_at	ACBD3
202325_s_at	ATP5J
202326_at	EHMT2
202327_s_at	PKD1
202328_s_at	PKD1
202329_at	CSK
202330_s_at	UNG
202331_at	BCKDHA
202332_at	CSNK1E
202333_s_at	UBE2B
202334_s_at	UBE2B
202335_s_at	UBE2B
202336_s_at	PAM
202337_at	PMF1
202338_at	TK1
202339_at	SYMPK
202340_x_at	NR4A1
202341_s_at	TRIM2
202342_s_at	TRIM2
202343_x_at	COX5B
202344_at	HSF1
202345_s_at	FABP5
202346_at	UBE2K
202347_s_at	UBE2K
202348_s_at	TOR1A
202349_at	TOR1A
202350_s_at	MATN2
202351_at	ITGAV
202352_s_at	PSMD12
202353_s_at	PSMD12
202354_s_at	GTF2F1
202355_s_at	GTF2F1
202356_s_at	GTF2F1
202357_s_at	CFB
202358_s_at	SNX19
202359_s_at	SNX19
202360_at	MAML1
202361_at	SEC24C
202362_at	RAP1A
202363_at	SPOCK1
202364_at	MXI1
202365_at	UNC119B
202366_at	ACADS
202367_at	CUX1
202368_s_at	TRAM2
202369_s_at	TRAM2
202370_s_at	CBFB
202371_at	TCEAL4
202372_at	RAB3GAP2
202373_s_at	RAB3GAP2
202374_s_at	RAB3GAP2
202375_at	SEC24D
202376_at	SERPINA3
202377_at	LEPROT
202378_s_at	LEPROT
202379_s_at	NKTR
202380_s_at	NKTR
202381_at	ADAM9
202382_s_at	GNPDA1
202383_at	KDM5C
202384_s_at	TCOF1
202385_s_at	TCOF1
202386_s_at	KIAA0430
202387_at	BAG1
202388_at	RGS2
202389_s_at	HTT
202390_s_at	MSANTD1
202391_at	BASP1
202392_s_at	PISD
202393_s_at	KLF10
202394_s_at	ABCF3
202395_at	NSF
202396_at	TCERG1
202397_at	NUTF2
202398_at	C15ORF38-AP3S2
202399_s_at	C15ORF38-AP3S2
202400_s_at	SRF
202401_s_at	SRF
202402_s_at	CARS
202403_s_at	COL1A2
202404_s_at	COL1A2
202405_at	TIAL1
202406_s_at	TIAL1
202407_s_at	PRPF31
202408_s_at	PRPF31
202409_at	IGF2
202410_x_at	INS-IGF2
202411_at	IFI27
202412_s_at	USP1
202413_s_at	USP1
202414_at	ERCC5
202415_s_at	HSPBP1
202416_at	DNAJC7
202417_at	KEAP1
202418_at	YIF1A
202419_at	KDSR
202420_s_at	DHX9
202421_at	IGSF3
202422_s_at	ACSL4
202423_at	KAT6A
202424_at	MAP2K2
202425_x_at	PPP3CA
202426_s_at	RXRA
202427_s_at	MPC2
202428_x_at	DBI
202429_s_at	PPP3CA
202430_s_at	PLSCR1
202431_s_at	MYC
202432_at	PPP3CB
202433_at	SLC35B1
202434_s_at	CYP1B1
202435_s_at	CYP1B1
202436_s_at	CYP1B1
202437_s_at	CYP1B1
202438_x_at	IDS
202439_s_at	IDS
202440_s_at	ST5
202441_at	ERLIN1
202442_at	AP3S1
202443_x_at	NOTCH2
202444_s_at	ERLIN1
202445_s_at	NOTCH2
202446_s_at	PLSCR1
202447_at	DECR1
202448_s_at	ZER1
202449_s_at	RXRA
202450_s_at	CTSK
202451_at	GTF2H1
202452_at	ZER1
202453_s_at	GTF2H1
202454_s_at	ERBB3
202455_at	HDAC5
202456_s_at	ZER1
202457_s_at	PPP3CA
202458_at	PRSS23
202459_s_at	LPIN2
202460_s_at	LPIN2
202461_at	EIF2B2
202462_s_at	DDX46
202463_s_at	MBD3
202464_s_at	PFKFB3
202465_at	PCOLCE
202466_at	PAPD7
202467_s_at	COPS2
202468_s_at	CTNNAL1
202469_s_at	CPSF6
202470_s_at	CPSF6
202471_s_at	IDH3G
202472_at	MPI
202473_x_at	HCFC1
202474_s_at	HCFC1
202475_at	TMEM147
202476_s_at	TUBGCP2
202477_s_at	TUBGCP2
202478_at	TRIB2
202479_s_at	TRIB2
202480_s_at	DEDD
202481_at	DHRS3
202482_x_at	RANBP1
202483_s_at	RANBP1
202484_s_at	MBD2
202485_s_at	MBD2
202486_at	AFG3L2
202487_s_at	H2AFV
202488_s_at	FXYD3
202489_s_at	FXYD3
202490_at	IKBKAP
202491_s_at	IKBKAP
202492_at	ATG9A
202493_x_at	CSH2
202494_at	PPIE
202495_at	TBCC
202496_at	EDC4
202497_x_at	SLC2A3
202498_s_at	SLC2A3
202499_s_at	SLC2A3
202500_at	DNAJB2
202501_at	MAPRE2
202502_at	ACADM
202503_s_at	KIAA0101
202504_at	TRIM29
202505_at	SNRPB2
202506_at	SSFA2
202507_s_at	SNAP25
202508_s_at	SNAP25
202509_s_at	TNFAIP2
202510_s_at	TNFAIP2
202511_s_at	ATG5
202512_s_at	ATG5
202513_s_at	PPP2R5D
202514_at	DLG1
202515_at	DLG1
202516_s_at	DLG1
202517_at	CRMP1
202518_at	BCL7B
202519_at	MLXIP
202520_s_at	MLH1
202521_at	CTCF
202522_at	PITPNB
202523_s_at	SPOCK2
202524_s_at	SPOCK2
202525_at	PRSS8
202526_at	SMAD4
202527_s_at	SMAD4
202528_at	GALE
202529_at	PRPSAP1
202530_at	MAPK14
202531_at	IRF1
202532_s_at	DHFR
202533_s_at	DHFRP1
202534_x_at	DHFR
202535_at	FADD
202536_at	CHMP2B
202537_s_at	CHMP2B
202538_s_at	CHMP2B
202539_s_at	HMGCR
202540_s_at	HMGCR
202541_at	AIMP1
202542_s_at	AIMP1
202543_s_at	GMFB
202544_at	GMFB
202545_at	PRKCD
202546_at	VAMP8
202547_s_at	ARHGEF7
202548_s_at	ARHGEF7
202549_at	VAPB
202550_s_at	VAPB
202551_s_at	CRIM1
202552_s_at	CRIM1
202553_s_at	SYF2
202554_s_at	GSTM3
202555_s_at	MYLK
202556_s_at	MCRS1
202557_at	HSPA13
202558_s_at	HSPA13
202559_x_at	CHTOP
202560_s_at	CHTOP
202561_at	TNKS
202562_s_at	C14ORF1
202563_at	C14ORF1
202564_x_at	ARL2
202565_s_at	SVIL
202566_s_at	SVIL
202567_at	SNRPD3
202568_s_at	MARK3
202569_s_at	MARK3
202570_s_at	DLGAP4
202571_s_at	DLGAP4
202572_s_at	DLGAP4
202573_at	CSNK1G2
202574_s_at	CSNK1G2
202575_at	CRABP2
202576_s_at	DDX19A
202577_s_at	DDX19A
202578_s_at	DDX19A
202579_x_at	HMGN4
202580_x_at	FOXM1
202581_at	HSPA1B
202582_s_at	RANBP9
202583_s_at	RANBP9
202584_at	NFX1
202585_s_at	NFX1
202586_at	POLR2L
202587_s_at	AK1
202588_at	AK1
202589_at	TYMS
202590_s_at	PDK2
202591_s_at	SSBP1
202592_at	BLOC1S1
202593_s_at	GDE1
202594_at	LEPROTL1
202595_s_at	LEPROTL1
202596_at	ENSA
202597_at	IRF6
202598_at	S100A13
202599_s_at	NRIP1
202600_s_at	NRIP1
202601_s_at	HTATSF1
202602_s_at	HTATSF1
202603_at	ADAM10
202604_x_at	ADAM10
202605_at	GUSB
202606_s_at	TLK1
202607_at	NDST1
202608_s_at	NDST1
202609_at	EPS8
202610_s_at	MED14
202611_s_at	MED14
202612_s_at	CXORF38
202613_at	CTPS1
202614_at	SLC30A9
202615_at	GNAQ
202616_s_at	MECP2
202617_s_at	MECP2
202618_s_at	MECP2
202619_s_at	PLOD2
202620_s_at	PLOD2
202621_at	IRF3
202622_s_at	ATXN2
202623_at	EAPP
202624_s_at	CABIN1
202625_at	LYN
202626_s_at	LYN
202627_s_at	SERPINE1
202628_s_at	SERPINE1
202629_at	APPBP2
202630_at	APPBP2
202631_s_at	APPBP2
202632_at	OVCA2
202633_at	TOPBP1
202634_at	POLR2K
202635_s_at	POLR2K
202636_at	RNF103
202637_s_at	ICAM1
202638_s_at	ICAM1
202639_s_at	RANBP3
202640_s_at	RANBP3
202641_at	ARL3
202642_s_at	TRRAP
202643_s_at	TNFAIP3
202644_s_at	TNFAIP3
202645_s_at	MEN1
202646_s_at	CSDE1
202647_s_at	NRAS
202648_at	202648_AT
202649_x_at	RPS19
202650_s_at	KIAA0195
202651_at	LPGAT1
202652_at	APBB1
202653_s_at	MARCH7
202654_x_at	MARCH7
202655_at	MANF
202656_s_at	SERTAD2
202657_s_at	SERTAD2
202658_at	PEX11B
202659_at	PSMB10
202660_at	ITPR2
202661_at	ITPR2
202662_s_at	ITPR2
202663_at	WIPF1
202664_at	WIPF1
202665_s_at	WIPF1
202666_s_at	ACTL6A
202667_s_at	SLC39A7
202668_at	EFNB2
202669_s_at	EFNB2
202670_at	MAP2K1
202671_s_at	PDXK
202672_s_at	ATF3
202673_at	DPM1
202674_s_at	LMO7
202675_at	SDHB
202676_x_at	FASTK
202677_at	RASA1
202678_at	GTF2A2
202679_at	NPC1
202680_at	GTF2E2
202681_at	USP4
202682_s_at	USP4
202683_s_at	RNMT
202684_s_at	RNMT
202685_s_at	AXL
202686_s_at	AXL
202687_s_at	TNFSF10
202688_at	TNFSF10
202689_at	RBM15B
202690_s_at	SNRPD1
202691_at	SNRPD1
202692_s_at	UBTF
202693_s_at	STK17A
202694_at	STK17A
202695_s_at	STK17A
202696_at	OXSR1
202697_at	NUDT21
202698_x_at	COX4I1
202699_s_at	TMEM63A
202700_s_at	TMEM63A
202701_at	BMP1
202702_at	TRIM26
202703_at	DUSP11
202704_at	TOB1
202705_at	CCNB2
202706_s_at	UMPS
202707_at	UMPS
202708_s_at	HIST2H2BE
202709_at	FMOD
202710_at	BET1
202711_at	EFNB1
202712_s_at	CKMT1B
202713_s_at	KIAA0391
202714_s_at	KIAA0391
202715_at	CAD
202716_at	PTPN1
202717_s_at	CDC16
202718_at	IGFBP2
202719_s_at	TES
202720_at	TES
202721_s_at	GFPT1
202722_s_at	GFPT1
202723_s_at	FOXO1
202724_s_at	FOXO1
202725_at	POLR2A
202726_at	LIG1
202727_s_at	IFNGR1
202728_s_at	LTBP1
202729_s_at	LTBP1
202730_s_at	PDCD4
202731_at	PDCD4
202732_at	PKIG
202733_at	P4HA2
202734_at	TRIP10
202735_at	EBP
202736_s_at	LSM4
202737_s_at	LSM4
202738_s_at	PHKB
202739_s_at	PHKB
202740_at	ABHD14A-ACY1
202741_at	PRKACB
202742_s_at	PRKACB
202743_at	PIK3R3
202744_at	SLC20A2
202745_at	USP8
202746_at	ITM2A
202747_s_at	ITM2A
202748_at	GBP2
202749_at	WRB
202750_s_at	TFIP11
202751_at	TFIP11
202752_x_at	SLC7A8
202753_at	PSMD6
202754_at	R3HDM1
202755_s_at	GPC1
202756_s_at	GPC1
202757_at	NELFB
202758_s_at	RFXANK
202759_s_at	AKAP2
202760_s_at	AKAP2
202761_s_at	SYNE2
202762_at	ROCK2
202763_at	CASP3
202764_at	STIM1
202765_s_at	FBN1
202766_s_at	FBN1
202767_at	ACP2
202768_at	FOSB
202769_at	CCNG2
